FID,geom,site_name,site_address,site_city,site_state,site_zip,site_region,site_area,site_pci,globalid,client_globalid,Latitude,Longitude
Sites.89,POINT (-117.26703216199996 34.066567544000065),San Bernadino,888 Harriman Place,San Bernadino,CA,92408,,151672,94,{31A8C919-0E8A-437F-96AB-C464FA9E3633},,34.06656754400000000000,-117.26703216199900000000
Sites.425,POINT (-84.4653645239337 34.03821647763455),1763,3605 Sandy Plains Rd,Marietta ,GA,30066,,191827,27,{6871017b-843c-431c-88bd-9bd5db6b8a2a},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},34.03821647763450000000,-84.46536452393370000000
Sites.419,POINT (-84.46517532057285 34.03813925221171),1763,3605 SANDY PLAINS RD,Marietta,GA,300066,,191791,28,{1be8f9ac-12b7-eb7a-122b-bc88ea91fda7},,34.03813925221170000000,-84.46517532057280000000
Sites.369,POINT (-118.09407599185147 34.03381278864471),Montebello Town Square,Montebello Blvd. & Paramount Blvd.,Montebello,CA,90640,,516103,70,{4dd43ee3-3ba1-4db2-bf73-d9fc8901e23e},,34.03381278864470000000,-118.09407599185100000000
Sites.295,POINT (-117.68438687313741 34.03269254399766),Chino Town Square,Philadelphia St. & Central Ave.,Chino,CA,91710,,671359,61,{e51bf73e-8c62-4dc6-8286-faec20bee2c8},,34.03269254399760000000,-117.68438687313700000000
Sites.155,POINT (-80.95410816608731 34.02169001361283),,,,,,,137714,54,{e984fea2-1aaa-4333-a3a7-168d31187cb7},,34.02169001361280000000,-80.95410816608730000000
Sites.34,POINT (-117.92233330299996 33.997458567000024),City of Industry,17545 Gale Avenue,City of Industry,CA,91748,170636,170636,34,{FF62C08A-A368-41B2-A96D-15E51384E4DB},,33.99745856700000000000,-117.92233330299900000000
Sites.269,POINT (-117.7586040942976 33.99407247717293),"113350 - Laband Village S.C.
",Chino Hills Pkwy. & Grand Ave.,Chino Hills,CA,91709,,160466,71,{d164d099-0dd8-4a63-afa7-a1cd3db631cd},{9332e7f4-c292-4480-af81-dacc89da5a87},33.99407247717290000000,-117.75860409429700000000
Sites.333,POINT (-118.29011156872808 33.98821671943926),Vermont-Slauson S.C.,S. Vermont Ave. & W. Slauson Ave,Los Angeles,CA,90044,,237898,66,{df236ce3-f66d-4f4c-aafa-cb3e1453399f},,33.98821671943920000000,-118.29011156872800000000
Sites.361,POINT (-84.43463772241338 33.9806469733332),111,4101 Roswell Rd,Marietta,GA,30062,,316052,84,{16739b31-7b7f-48e9-94ef-c2a87752fbbe},,33.98064697333320000000,-84.43463772241330000000
Sites.429,POINT (-84.62090022453279 33.94768974300586),153,2350 Dallas Hwy,Marietta,GA,30064,,246664,94,{f6fefbf7-d321-4470-9444-af48157b0eaa},,33.94768974300580000000,-84.62090022453270000000
Sites.477,POINT (-117.99555232531728 33.94367989561546),Whittwood Town Center,Whittier Blvd. & Santa Gertrudes Ave.,Whittier,CA,90603,,2664394,39,{924eaa56-4fc2-4933-90e7-4bfc65d5de02},,33.94367989561540000000,-117.99555232531700000000
Sites.346,POINT (-118.23753007456608 33.92587617619862),114170 Kenneth Hahn Plaza,Wilmington Ave. & E. 119th St.,Los Angeles,CA,90059,,344127,80,{4528deb1-e58f-4af5-b1c5-8cad6b464e2f},,33.92587617619860000000,-118.23753007456600000000
Sites.445,POINT (-118.00735227173664 33.89740732850095),La Mirada Theater Center,Rosecrans Ave. & La Mirada Blvd,La Mirada,CA,90638,,863251,54,{25409c1b-87a1-45cc-845a-77112b8cd4ea},,33.89740732850090000000,-118.00735227173600000000
Sites.299,POINT (-117.52318301745639 33.886719124668524),Corona Hills Plaza,Rte. 91 & McKinley St.,Corona,CA,92879,,1426911,59,{eb88adf4-3e6a-431e-8ee1-9ecff9022b57},,33.88671912466850000000,-117.52318301745600000000
Sites.366,POINT (-118.14081467539589 33.875743411738995),"114191 - Lakewood Plaza
",Lakewood Blvd. & Artesia Frwy,Bellflower,CA,90706,,229879,40,{6ab3f46a-de3f-43a8-9e6d-aadccece2725},{9332e7f4-c292-4480-af81-dacc89da5a87},33.87574341173890000000,-118.14081467539500000000
Sites.30,POINT (-117.73653204899995 33.87371069500006),126 Yorba Linda,23000 Savi Ranch Parkway,Yorba Linda ,CA,92885,,140648,56,{02D4729E-9579-46B9-9F79-DA50729E05BB},,33.87371069500000000000,-117.73653204899900000000
Sites.240,POINT (-118.29745935585112 33.87224551183709),"114140 - Gardena Gateway Center
",W. Artesia Blvd. & Normandie Ave.,Gardena,CA,90248,,156036,91,{fee7ef67-f75e-400b-9a6b-5450adcc2ba1},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},33.87224551183700000000,-118.29745935585100000000
Sites.337,POINT (-117.74984709879536 33.871582762434834),6643,1095 Pullman St,Anaheim,CA,92807,,392398,18,{486e655a-fc02-4c5b-9ca9-5152ebcd9a51},,33.87158276243480000000,-117.74984709879500000000
Sites.609,POINT (-84.19004982317313 33.86873335144358),175,4136 Jimmy Carter Blvd,Norcross,GA,30093,,307710,69,{ad849a31-f604-4963-91da-d7e39574d13c},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},33.86873335144350000000,-84.19004982317310000000
Sites.541,POINT (-84.59032587178002 33.85777111636068),1749,1200 East-West Connector,Austell,GA,30106,,274351,47,{6ddafd39-522e-4e42-9fd9-3fc1b9d6d02f},,33.85777111636060000000,-84.59032587178000000000
Sites.485,POINT (-118.35290661100804 33.85233122125326),Torrance Promenade,Hawthorne Blvd. & Halison St.,Torrance,CA,90503,,485373,71,{2805a558-61be-4b19-a676-dd83082aaf2a},,33.85233122125320000000,-118.35290661100800000000
Sites.630,POINT (-117.88997920289327 33.84876194852542),"114330 - Sycamore Plaza
",E La Palma Ave,Anaheim,CA,92805,,207883,67,{5014e8af-a224-4a85-a8f9-b46a5f53b503},{9332e7f4-c292-4480-af81-dacc89da5a87},33.84876194852540000000,-117.88997920289300000000
Sites.611,POINT (-78.6794429831633 33.82655011643039),020 - North Myrtle Beach,781 Main St,North Myrtle Beach,SC,29582,,221030,51,{89acf830-2748-4f3e-8787-7397d0f65134},{09f9e090-eceb-4bca-9319-ff32928180a6},33.82655011643030000000,-78.67944298316330000000
Sites.23,POINT (-84.33785331872465 33.824443606420296),Athletic Club Northeast,1515 Sheridan Rd NE,Atlanta,GA,30324,,72920,88,{84dc31de-f865-4f4f-b834-66470ef2ec23},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},33.82444360642020000000,-84.33785331872460000000
Sites.225,POINT (-117.96093737298531 33.81875282047624),Brookhurst Center,921 S Brookhurst St,Anaheim,CA,92804,,443507,61,{3715f502-5fa8-4727-92f2-3f3d06db26cc},{9332e7f4-c292-4480-af81-dacc89da5a87},33.81875282047620000000,-117.96093737298500000000
Sites.43,POINT (-118.01027876099994 33.76118596400005),Westminster,6777 Westminster Blvd,Westminster,CA,92683,1014597,1014597,73,{974A3AE6-990E-4633-AE4E-9188B6214D90},,33.76118596400000000000,-118.01027876099900000000
Sites.536,POINT (-117.19182771105693 33.747263600919325),6875,3150 Case Rd,Perris,CA,92570,,295911,59,{e2394b48-687a-4ef2-8e1c-f816bdb474d5},,33.74726360091930000000,-117.19182771105600000000
Sites.442,POINT (-117.80955611992783 33.74704058290147),"114340 - Tustin Heights S.C.
",1198 Irvine Blvd,Tustin,CA,92780,,312183,55,{42b17c9b-ae0a-4097-a8d8-d40a5432e151},,33.74704058290140000000,-117.80955611992700000000
Sites.363,POINT (-117.81811094205169 33.74459816118165),Larwin Square S.C.,E. 1st St. & Newport Ave.,Tustin,CA,92780,,387615,81,{3e036069-6646-426b-9309-6b5e1724c537},{9332e7f4-c292-4480-af81-dacc89da5a87},33.74459816118160000000,-117.81811094205100000000
Sites.336,POINT (-118.02597871483434 33.72865938991152),Marina Village,Edinger Ave. & Springdale St.,Huntington Beach,CA,92649,,314657,75,{03ea45a6-a3dc-46d2-8edb-e9694d5c1d81},{9332e7f4-c292-4480-af81-dacc89da5a87},33.72865938991150000000,-118.02597871483400000000
Sites.300,POINT (-117.98702809461075 33.72525771536103),"114290 - Pavilions Place
",Beach Blvd. & Heil Ave.,Westminster,CA,92683,,438197,64,{4606e1d8-6ad7-41d3-b452-9ff40ed55633},{9332e7f4-c292-4480-af81-dacc89da5a87},33.72525771536100000000,-117.98702809461000000000
Sites.291,POINT (-117.91644219503318 33.70062182302245),"105590 - Home Depot Plaza
",3500 W MacArthur Blvd,Santa Ana,CA,92704,,252800,47,{3f03f6ef-1b82-49be-b238-82c9fd33f5d1},{9332e7f4-c292-4480-af81-dacc89da5a87},33.70062182302240000000,-117.91644219503300000000
Sites.405,POINT (-117.8268451231485 33.69836699725969),The District @ Tustin Legacy,Jamboree Rd. & Barranca Pkwy.,Tustin,CA,92782,,2472745,78,{f56a6863-606d-47a8-b099-dc6961a857f2},,33.69836699725960000000,-117.82684512314800000000
Sites.21,POINT (-84.51078086411728 33.65617994540951),120630 Publix at Princeton Lakes,Camp Creek Pkwy & Carmia Dr.,Atlanta,GA,30331,,184784,34,{8befaa54-812c-7ad6-23bb-bbb22875ad3f},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},33.65617994540950000000,-84.51078086411720000000
Sites.418,POINT (-112.2909634133419 33.639227579292395),116661 Bell Camino - Safeway Parcel,W. Bell Rd. & N. Webb Blvd.,Sun City,AZ,85351,,257989,50,{129b2ad9-1be8-aa7d-1be5-11bc8dde654a},,33.63922757929230000000,-112.29096341334100000000
Sites.131,POINT (-112.29099084475217 33.63920550719174),Kimco Bell Camino Center,W. Bell Rd. & N. Webb Blvd.,Sun City,AZ,85373,,250865,62,{8f0a516f-763c-4a5b-973e-10e47a62dacc},,33.63920550719170000000,-112.29099084475200000000
Sites.407,POINT (-112.2912420464709 33.63889750902515),"116661 - Bell Camino - Safeway Parcel
",10920 W Bell Rd,Sun City,AZ,85373,,257989,51,{06452255-c5a9-4311-b494-ec6be578f3ce},{9332e7f4-c292-4480-af81-dacc89da5a87},33.63889750902510000000,-112.29124204647000000000
Sites.132,POINT (-112.23069926439484 33.63658899364069),116670 - North Valley SC,West Bell Rd. & N. 83rd Ave,Peoria,AZ,85382,,521848,42,{a68d4bc6-a0bd-412f-89f6-2d3a0b800489},,33.63658899364060000000,-112.23069926439400000000
Sites.62,POINT (-111.87530612999996 33.619550453000045),Scottsdale Horizon,N Thompson Peak Pkwy & Frank Lloyd Wright Blvd,Scottsdale,AZ,85260,381375,381375,52,{E61CDFF7-5A91-453D-BDD6-3946EC9957C8},,33.61955045300000000000,-111.87530612999900000000
Sites.432,POINT (-86.64196180810707 33.60188360194051),887,1600 Gadsden Hwy,Trussville,AL,35173,,363790,53,{69909556-2481-4770-a660-8993cb4e220d},,33.60188360194050000000,-86.64196180810700000000
Sites.128,POINT (-111.97893665066876 33.59675721474749),"116650 - Village Crossroads
",E. Cactus Rd. & N.Tatum Blvd,Phoenix,AZ,85032,,350903,51,{23700bde-0b9c-4749-b248-9728f1d3574c},,33.59675721474740000000,-111.97893665066800000000
Sites.68,POINT (-79.01284968099998 33.58385664800005),Kroger - 25,2939 Hwy 17 S,Murrells Inlet,SC,29576,,210741,53,{6BB0505E-CDAA-44DC-AF4B-D356AE6B3C94},,33.58385664800000000000,-79.01284968099990000000
Sites.200,POINT (-112.11968704375002 33.58285104727441),"105530 - Metro Square
",N. Peoria Ave. & I-17,Phoenix,AZ,85029,,,,{fc66ce26-00ab-432e-9986-b3ec645e71f6},,33.58285104727440000000,-112.11968704375000000000
Sites.201,POINT (-112.11968704375002 33.58285104727441),"105530 - Metro Square
",N. Peoria Ave. & I-17,Phoenix,AZ,85029,,345900,65,{93b091f9-3051-44a1-8a45-0507a7e03eca},,33.58285104727440000000,-112.11968704375000000000
Sites.206,POINT (-112.11968704375002 33.58285104727441),"105530 - Metro Square
",N. Peoria Ave. & I-17,Phoenix,AZ,85029,,345900,65,{5485bc66-c0f0-4c99-bfb7-a6f43fa7d1e8},,33.58285104727440000000,-112.11968704375000000000
Sites.207,POINT (-112.11968704375002 33.58285104727441),"105530 - Metro Square
",N. Peoria Ave. & I-17,Phoenix,AZ,85029,,345900,65,{8d4955aa-70bb-4759-a7d3-f88160c52498},,33.58285104727440000000,-112.11968704375000000000
Sites.355,POINT (-86.48219341534688 33.574307797055816),ES 2545,"2545 US Highway 78
","Moody,  ",AL,35004,,371733,78,{c7bcc8f3-7338-47fa-a7a6-d14daa1f717c},,33.57430779705580000000,-86.48219341534680000000
Sites.289,POINT (-101.87316725187983 33.54769029280028),6827,2615 50th St.,Lubbock,TX,79413,,235051,97,{a32d0436-f209-4a83-a403-3cedd0b6c68a},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},33.54769029280020000000,-101.87316725187900000000
Sites.55,POINT (-112.06308597299994 33.539163744000064),Madison Village Marketplace,7045 N 7th St,Phoenix,AZ,85020,,207590,,{CE6340D0-C7EC-4DEC-83B6-491BBFEDFED5},,33.53916374400000000000,-112.06308597299900000000
Sites.65,POINT (-112.04642155799996 33.53750170300003),Squaw Peak Plaza,1625 E Glendale Ave,Phoenix,AZ,85020,,109664,51,{EEC825F1-B9B1-4D9D-9965-1FA97B3C9613},,33.53750170300000000000,-112.04642155799900000000
Sites.203,POINT (-112.09539288008827 33.52225126669357),Christown Spectrum,1607 W Bethany Home Rd.,Phoenix,AZ,85015,,1918407,61,{499dd791-500c-445b-9bb1-733b3a3f34ac},,33.52225126669350000000,-112.09539288008800000000
Sites.235,POINT (-117.15949795016031 33.52152798576087),Palm Plaza S.C.,I-15 & Winchester Rd,Temecula,CA,92591,,999892,49,{272fd7fc-4488-416c-9660-a6a556b09c9b},,33.52152798576080000000,-117.15949795016000000000
Sites.344,POINT (-86.86956005846682 33.51651489422031),ES2700,2700 13th Street Ensley,Birmingham,AL,35208,,91140,72,{71227772-2c7a-47dd-9ea5-58a6ba814444},{e374537d-2e83-4da4-9d83-d911d1c14bb8},33.51651489422030000000,-86.86956005846680000000
Sites.265,POINT (-86.87223814070458 33.51640634738999),ES 1200,1200 Roberts Industrial Drive,Birmingham,AL,35208,,47215,28,{5f76cae4-5489-41c1-b4c0-3ad0cdb7d561},{e374537d-2e83-4da4-9d83-d911d1c14bb8},33.51640634738990000000,-86.87223814070450000000
Sites.239,POINT (-86.87595490005121 33.51533916110962),ES2500,2500 13th Street Ensley,Birmingham,AL,35211,,67866,35,{eb1db6cb-681d-4821-9ba1-604833c04be1},{e374537d-2e83-4da4-9d83-d911d1c14bb8},33.51533916110960000000,-86.87595490005120000000
Sites.127,POINT (-112.00478028277657 33.50186322617651),Arcadia Biltmore Plaza,E Campbell Ave. & N 36th St.,Phoenix,AZ,85018,,43407,65,{bcc5245d-8800-40df-9243-7c078a78332a},,33.50186322617650000000,-112.00478028277600000000
Sites.45,POINT (-111.91851829499996 33.50021079100003),Camelback Miller Plaza,4416 N Miller Rd,Scottsdale,AZ,85251,,316181,56,{DCF284E5-CFCC-4FF5-B28B-D90556C0750F},,33.50021079100000000000,-111.91851829499900000000
Sites.126,POINT (-112.1287259324603 33.493360004634106),Plaza Del Sol,3801 N 33rd Ave,Phoenix,AZ,85017,,609350,50,{33bcce62-b077-4eb1-933d-b0a40ee16e93},,33.49336000463410000000,-112.12872593246000000000
Sites.214,POINT (-117.09168010699017 33.481456416845745),"117640 - Vail Ranch Plaza
",32401 Temecula Pkwy,"Temecula, CA 92592",CA,92592,,238025,2,{7956125c-af74-4a30-ba63-4e15d77763de},,33.48145641684570000000,-117.09168010699000000000
Sites.241,POINT (-117.09662893947203 33.47989804534383),Redhawk Towne Center,Temecula Pkwy. & Redhawk Pkwy,Temecula,CA,92592,,1049719,81,{1874a660-7670-4d0d-a4a2-5016b00aace8},,33.47989804534380000000,-117.09662893947200000000
Sites.563,POINT (-86.9207261825845 33.47840093127928),882,6405 Flintridge Dr,Fairfield,AL,35064,,310127,63,{094a34f3-6e7e-4a10-9cec-3bd3d54df7c1},,33.47840093127920000000,-86.92072618258450000000
Sites.53,POINT (-111.91303043599999 33.46677914600008),Fountain Plaza,7770 E McDowell Rd,Scottsdale,AZ,85257,,235711,53,{D8A99D71-CFEC-4E2F-9B66-8AF42493CE3F},,33.46677914600000000000,-111.91303043599900000000
Sites.7,POINT (-84.32764229803712 33.45272832354392),6848,11075 Tara Blvd,Lovejoy,GA,30250,,271675,59,{bf8bdec2-9c4f-4505-aec5-08cec965c976},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},33.45272832354390000000,-84.32764229803710000000
Sites.357,POINT (-86.85838242372586 33.446984787737954),"ES 432-434
","432-434 Industrial Lane
",Birmingham,AL,35211,,81766,73,{e5e3604a-2ed7-4b6b-970e-42f461de24ab},,33.44698478773790000000,-86.85838242372580000000
Sites.329,POINT (-86.85907659530639 33.44585008621215),"ES 240-260
","240-260 Lyon Lane
",Birmingham,AL,35211,,162510,85,{f63821a1-e2df-40a4-8cdb-ede9400a64fc},,33.44585008621210000000,-86.85907659530630000000
Sites.247,POINT (-111.86475348287297 33.43515583102189),Mesa Riverview,N. Dobson & Loop 202,Mesa,AZ,85201,,3770390,88,{c4edbbcc-aaca-4910-b1db-434fd148b8ef},,33.43515583102180000000,-111.86475348287200000000
Sites.44,POINT (-111.92509039099997 33.40643731200004),Broadway Marketplace,917 E Broadway Marketplace,Tempe,AZ,85282,,200054,,{C8895B73-F33D-48A7-BFC8-13223EC90C59},,33.40643731200000000000,-111.92509039099900000000
Sites.283,POINT (-84.59869530949496 33.399349340572755),164,2715 HWY 54 W,Peachtree City,GA,30269,,254232,64,{12b8cd25-abf6-e7fb-12b6-1287bbc72bc8},,33.39934934057270000000,-84.59869530949490000000
Sites.57,POINT (-111.63765567299998 33.37779304700007),Monte Vista Village Center,Baseline Rd at Ellsworth Rd,Mesa,AZ,85209,,214413,62,{C754924C-0372-480A-8A17-9A3FF47AADE3},,33.37779304700000000000,-111.63765567299900000000
Sites.64,POINT (-111.90957611899995 33.362408009000035),Pueblo Anozira Shopping Center,1835 E Guadalupe Rd,Tempe,AZ,85283,,422159,67,{B30181AA-523B-4850-A6C3-AD33E49606F1},,33.36240800900000000000,-111.90957611899900000000
Sites.519,POINT (-111.94802666780703 33.33379619371158),458,725 W Warner Rd,Tempe,AZ,85284,,206444,73,{e6cca37a-669e-451d-b1fa-9d47e6c671ca},{9b4a0617-081d-4cb9-89ce-f5a31ccd9a61},33.33379619371150000000,-111.94802666780700000000
Sites.326,POINT (-87.03226788325331 33.31744573269782),ES 6600,"6600 Jefferson Metropolitan Pkwy
",McCalla,AL,35111,,377641,93,{6399efec-1708-4d47-b609-bba92b79de0f},,33.31744573269780000000,-87.03226788325330000000
Sites.367,POINT (-87.04049633220433 33.313670722465965),ES Gazelle,6761-6775 Jefferson Metropolitan Pkwy,McCalla,AL,35111,,255003,79,{0787ef1e-0de2-47c6-9cfd-ffd660035a84},,33.31367072246590000000,-87.04049633220430000000
Sites.328,POINT (-87.04114670482683 33.31183372997304),ES 6801-6831,"6801-6831 Jefferson Metropolitan Pkwy
",McCalla,AL,35111,,241787,57,{1002b957-0893-475d-ae95-f072036cd30a},,33.31183372997300000000,-87.04114670482680000000
Sites.129,POINT (-111.99468532729092 33.303299463856455),Plaza at Mountainside,40th st and Chandler Blvd.,Pheonix,AZ,85048,,420456,52,{4e994a75-d3cf-4260-84f4-744f90722d87},,33.30329946385640000000,-111.99468532729000000000
Sites.581,POINT (-96.87687885314278 33.22040708100647),Store 589,4650 W University Dr,Prosper,TX,75078,,402771,94,{774fb56e-a002-4342-9a90-ef6faa93fc99},,33.22040708100640000000,-96.87687885314270000000
Sites.544,POINT (-96.68128676090889 33.216613384738956),565,1801 N Lake Forest Dr,McKinney,TX,75071,,277959,96,{badd06d1-01d7-412f-bf8d-7d8a01fb7fd7},{a3063a40-85a5-46db-ad1e-34a5f3e908bf},33.21661338473890000000,-96.68128676090880000000
Sites.538,POINT (-96.63330418689087 33.21569941529711),488,1701 W University Dr,McKinney,TX,75069,,142745,70,{29a0f0f9-299f-4634-8cf9-b562fa9b5c37},{a3063a40-85a5-46db-ad1e-34a5f3e908bf},33.21569941529710000000,-96.63330418689080000000
Sites.183,POINT (-117.33316550196692 33.18380111885752),Fire Mountain Center,Vista Way & Via Esmarca,Oceanside,CA,92054,,185346,69,{26e00045-6ab6-4a1a-95a3-5e16b45d6569},,33.18380111885750000000,-117.33316550196600000000
Sites.244,POINT (-117.33266284182007 33.18263846049245),El Camino North,Vista way & El Camino Real,Oceanside,CA,92054,,698960,79,{7db72217-ace9-4560-b332-2e3a890605b4},{9332e7f4-c292-4480-af81-dacc89da5a87},33.18263846049240000000,-117.33266284182000000000
Sites.156,POINT (-117.33877065617186 33.17788539523975),North County Plaza,Marron Rd. & Jefferson St,Carlsbad,CA,92008,,360807,56,{a95fbfc8-eb12-4fc4-8f91-187d71d63b26},,33.17788539523970000000,-117.33877065617100000000
Sites.384,POINT (-86.28862700514594 33.17257544479066),809,41310 US Hwy 280,Sylacauga,AL,35150,,287612,70,{ab128efb-12be-88ae-8fc2-2283bbce823a},,33.17257544479060000000,-86.28862700514590000000
Sites.322,POINT (-86.75880752590585 33.16731444485205),ES 3610,3400 Highway 31,Calera,AL,35040,,244128,71,{e5795e7e-7996-4e0f-ad67-bac04ddffe84},,33.16731444485200000000,-86.75880752590580000000
Sites.205,POINT (-117.24757880989293 33.165973549350504),114230 - Melrose Village Plaza,1601 S Melrose Dr,Vista,CA,92081,,274273,71,{1fa407f7-3128-443f-8f37-b368ac953632},,33.16597354935050000000,-117.24757880989200000000
Sites.260,POINT (-117.09411209430627 33.143067604528405),"114080 - Del Norte Plaza
",W. El Norte Pkwy. & Centre City Pkwy,Escondido,CA,92026,,582411,43,{5b2c314c-4071-48b5-8acb-d5da96309788},{9332e7f4-c292-4480-af81-dacc89da5a87},33.14306760452840000000,-117.09411209430600000000
Sites.434,POINT (-96.80395600572706 33.12264491432978),Preston Lebanon Crossing,Preston Rd. & Lebanon Rd,Frisco,TX,75035,,798975,91,{c13995c3-ddc4-46cb-8704-a08e378836e9},,33.12264491432970000000,-96.80395600572700000000
Sites.551,POINT (-97.12978975313362 33.07501128545421),Store 573,3400 FM 407,Bartonville,TX,76226,,293465,54,{146433a7-0349-4b42-a4ea-1988b291a62d},{a3063a40-85a5-46db-ad1e-34a5f3e908bf},33.07501128545420000000,-97.12978975313360000000
Sites.231,POINT (-96.65560709513316 33.014859455307814),563,4017 14th St,Plano,TX,75074,,168764,93,{7407d132-cdf5-40d0-8195-14921d03d84c},,33.01485945530780000000,-96.65560709513310000000
Sites.517,POINT (-97.04661396589242 33.00991040871074),585,1101 Flower Mound Rd,"Flower Mound, ",TX,75028,,166545,92,{91470d32-5755-4341-9732-17cc56fff287},{a3063a40-85a5-46db-ad1e-34a5f3e908bf},33.00991040871070000000,-97.04661396589240000000
Sites.473,POINT (-96.70952027659811 33.00741267597962),Accent Plaza,Accent Dr. & Plano Pkwy.,Plano,TX,75075,,257124,87,{12dadd82-10f1-4a77-a633-4af3dda834aa},,33.00741267597960000000,-96.70952027659810000000
Sites.254,POINT (-117.07638387477402 32.98716296847779),Carmel Mountain Plaza,Carmel Mountain Rd. and Rancho Carmel Dr.,San Diego,Ca,92128,,172689,81,{0a7932c7-f24a-4736-8d29-c8d6bb6f209c},,32.98716296847770000000,-117.07638387477400000000
Sites.560,POINT (-117.12559986490471 32.958181940389224),"116100 - Rancho Penasquitos Towne Center I
",13189 Black Mountain Rd,San Diego,CA,92129,,121627,67,{f287f84e-1f93-41f9-b43a-1462f038652d},,32.95818194038920000000,-117.12559986490400000000
Sites.556,POINT (-117.12527691642886 32.95808941072223),"116101 - Rancho Penasquitos Towne Ctr Vons Prop
",13189 Black Mountain Rd,San Diego,CA,92129,,106659,69,{34089a32-712e-4058-aa2a-129cf85ac00c},{9332e7f4-c292-4480-af81-dacc89da5a87},32.95808941072220000000,-117.12527691642800000000
Sites.282,POINT (-117.12609017097486 32.95784908566483),"116100 - Rancho Penasquitos Towne Center
",13189 Black Mountain Rd,San Diego,CA,92129,,324861,72,{a0050ed0-2c9f-4b72-b611-60405179535b},{9332e7f4-c292-4480-af81-dacc89da5a87},32.95784908566480000000,-117.12609017097400000000
Sites.522,POINT (-117.12609017097486 32.95784908566483),"116100 - Rancho Penasquitos Towne Center I
",13189 Black Mountain Rd,San Diego,CA,92129,,228306,66,{020d4ec2-9a63-41ff-ab05-e93a31695e39},{9332e7f4-c292-4480-af81-dacc89da5a87},32.95784908566480000000,-117.12609017097400000000
Sites.579,POINT (-117.12609017097486 32.95784908566483),"116100 - Rancho Penasquitos Towne Center I
",13189 Black Mountain Rd,San Diego,CA,92129,,228306,66,{65edb614-6e20-4201-bfdf-a525357baea3},{9332e7f4-c292-4480-af81-dacc89da5a87},32.95784908566480000000,-117.12609017097400000000
Sites.180,POINT (-117.03551614792339 32.957499114475084),111950 - Poway City Centre,Poway Rd. & Midland Rd.,Poway,CA,92064,,213245,67,{7605888f-9e90-4e4d-a5b9-306cfe517c9e},,32.95749911447500000000,-117.03551614792300000000
Sites.527,POINT (-117.1265478386984 32.95714077869953),"116100 - Rancho Penasquitos Towne Center
II",13189 Black Mountain Rd,San Diego,CA,92129,,96539,64,{5995d832-6c94-4e22-a5ca-4eb03eac52fe},{9332e7f4-c292-4480-af81-dacc89da5a87},32.95714077869950000000,-117.12654783869800000000
Sites.574,POINT (-117.1265478386984 32.95714077869953),"116100 - Rancho Penasquitos Towne Center
II",13189 Black Mountain Rd,San Diego,CA,92129,,96539,87,{fdd55646-2bc8-4149-b728-985749d7cb17},{9332e7f4-c292-4480-af81-dacc89da5a87},32.95714077869950000000,-117.12654783869800000000
Sites.502,POINT (-97.28015509638556 32.9556151730341),562,12600 N Beach St, Fort Worth,TX,76244,,329189,92,{26683d68-5fb8-45fd-8b06-bcfd8580943b},,32.95561517303410000000,-97.28015509638550000000
Sites.266,POINT (-96.46058690440859 32.94969392103727),574,1950 N Goliad St,Rockwall,TX,75087,,235523,98,{b3ba892d-bc76-eed7-ad1f-fbe88726cda4},,32.94969392103720000000,-96.46058690440850000000
Sites.153,POINT (-117.12625159509493 32.91760968195197),Black Mountain Village,Mira Mesa Blvd & Black Mountain Rd,San Diego,CA,92126,,107319,55,{7a148f42-6cdd-4d47-8083-49986fecc512},,32.91760968195190000000,-117.12625159509400000000
Sites.321,POINT (-96.80510053277004 32.90843650880314),Preston Forest Village,Preston Rd. & Forest Lane,Dallas,TX,75230,,297808,86,{0f9e46a1-788d-4afa-80f8-47b263fb31c7},{9332e7f4-c292-4480-af81-dacc89da5a87},32.90843650880310000000,-96.80510053277000000000
Sites.520,POINT (-97.27084568479638 32.89582169855691),532,5241 N Tarrant Pkwy,Fort Worth,TX,76244,,211601,80,{168acbe1-3d24-4144-b406-08f37bcf5b15},,32.89582169855690000000,-97.27084568479630000000
Sites.550,POINT (-96.4710934652523 32.8888699343259),575,2935 Ridge Rd,Rockwall,TX,75032,,242270,90,{98be8776-ad6e-aff2-2b29-ad8923ebf762},,32.88886993432590000000,-96.47109346525230000000
Sites.569,POINT (-97.39516514212292 32.88179827070083),576,4750 W Bailey Boswell Rd,NULLFort Worth,TX,76179,,348283,96,{96a5cb97-030f-4d16-be7a-0fcf6eeed3be},,32.88179827070080000000,-97.39516514212290000000
Sites.618,POINT (-116.98103114574135 32.840892590556365),Santee Trolley Center,Mission Gorge Rd. & Cuyamaca St.,Santee,CA,92071,,785912,79,{cdd35465-56dc-4725-b873-eedfe1552a7f},,32.84089259055630000000,-116.98103114574100000000
